Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon TeamTipoff Winner,Tipoff Loser,Tipoff Winner Scores
200504060ORL,https://www.basketball-reference.com/boxscores/pbp/200504060ORL.html,Orlando Magic,Chicago Bulls,ORL,CHI,T. Battie,A. Davis,J. Nelson,CHI,ORL,K. Hinrich,/players/h/hinriki01.html,ORL,CHI,A. Davis,T. Battie,0
200504060PHI,https://www.basketball-reference.com/boxscores/pbp/200504060PHI.html,Philadelphia 76ers,Charlotte Bobcats,PHI,CHA,S. Dalembert,E. Okafor,A. Iverson,PHI,CHA,A. Iguodala,/players/i/iguodan01.html,PHI,CHA,S. Dalembert,E. Okafor,1
200504060TOR,https://www.basketball-reference.com/boxscores/pbp/200504060TOR.html,Toronto Raptors,Memphis Grizzlies,TOR,MEM,C. Bosh,P. Gasol,P. Gasol,TOR,MEM,M. Peterson,/players/p/petermo01.html,MEM,TOR,C. Bosh,P. Gasol,0
200504060DET,https://www.basketball-reference.com/boxscores/pbp/200504060DET.html,Detroit Pistons,Washington Wizards,DET,WAS,B. Wallace,E. Thomas,B. Wallace,DET,WAS,C. Billups,/players/b/billuch01.html,DET,WAS,B. Wallace,E. Thomas,1
200504060NOH,https://www.basketball-reference.com/boxscores/pbp/200504060NOH.html,New Orleans Hornets,Denver Nuggets,NOH,DEN,J. Magloire,M. Camby,N. Hilário,NOH,DEN,D. West,/players/w/westda01.html,DEN,NOH,J. Magloire,M. Camby,0
200504060SAS,https://www.basketball-reference.com/boxscores/pbp/200504060SAS.html,San Antonio Spurs,Los Angeles Clippers,SAS,LAC,R. Nesterović,C. Wilcox,T. Parker,SAS,LAC,R. Horry,/players/h/horryro01.html,SAS,LAC,R. Nesterović,C. Wilcox,1
200504060MIN,https://www.basketball-reference.com/boxscores/pbp/200504060MIN.html,Minnesota Timberwolves,Utah Jazz,MIN,UTA,K. Garnett,M. Okur,M. Okur,MIN,UTA,T. Hassell,/players/h/hassetr01.html,UTA,MIN,K. Garnett,M. Okur,0
200504060POR,https://www.basketball-reference.com/boxscores/pbp/200504060POR.html,Portland Trail Blazers,Golden State Warriors,POR,GSW,J. Przybilla,A. Foyle,S. Telfair,POR,GSW,S. Telfair,/players/t/telfase01.html,POR,GSW,J. Przybilla,A. Foyle,1
200504070NJN,https://www.basketball-reference.com/boxscores/pbp/200504070NJN.html,New Jersey Nets,New York Knicks,NJN,NYK,,,,,,,,,,
200504070DAL,https://www.basketball-reference.com/boxscores/pbp/200504070DAL.html,Dallas Mavericks,San Antonio Spurs,DAL,SAS,E. Dampier,R. Nesterović,J. Terry,DAL,SAS,D. Nowitzki,/players/n/nowitdi01.html,DAL,SAS,E. Dampier,R. Nesterović,1
200504070LAL,https://www.basketball-reference.com/boxscores/pbp/200504070LAL.html,Los Angeles Lakers,Houston Rockets,LAL,HOU,B. Grant,Y. Ming,T. McGrady,LAL,HOU,D. George,/players/g/georgde01.html,HOU,LAL,B. Grant,Y. Ming,0
200504080ORL,https://www.basketball-reference.com/boxscores/pbp/200504080ORL.html,Orlando Magic,Detroit Pistons,ORL,DET,K. Cato,B. Wallace,R. Hamilton,DET,ORL,R. Wallace,/players/w/wallara01.html,DET,ORL,B. Wallace,K. Cato,1
200504080PHI,https://www.basketball-reference.com/boxscores/pbp/200504080PHI.html,Philadelphia 76ers,Cleveland Cavaliers,PHI,CLE,S. Dalembert,R. Traylor,R. Traylor,PHI,CLE,S. Dalembert,/players/d/dalemsa01.html,CLE,PHI,S. Dalembert,R. Traylor,0
200504080TOR,https://www.basketball-reference.com/boxscores/pbp/200504080TOR.html,Toronto Raptors,Atlanta Hawks,TOR,ATL,C. Bosh,J. Smith,J. Collier,ATL,TOR,M. Stewart,/players/s/stewami01.html,ATL,TOR,J. Smith,C. Bosh,1
200504080IND,https://www.basketball-reference.com/boxscores/pbp/200504080IND.html,Indiana Pacers,Washington Wizards,IND,WAS,D. Davis,M. Ruffin,L. Hughes,WAS,IND,J. Dixon,/players/d/dixonju01.html,WAS,IND,M. Ruffin,D. Davis,1
200504080MEM,https://www.basketball-reference.com/boxscores/pbp/200504080MEM.html,Memphis Grizzlies,Miami Heat,MEM,MIA,P. Gasol,M. Doleac,L. Wright,MEM,MIA,J. Williams,/players/w/willija02.html,MEM,MIA,P. Gasol,M. Doleac,1
200504080NOH,https://www.basketball-reference.com/boxscores/pbp/200504080NOH.html,New Orleans Hornets,Utah Jazz,NOH,UTA,P. Brown,J. Collins,P. Brown,NOH,UTA,L. Nailon,/players/n/nailole01.html,NOH,UTA,P. Brown,J. Collins,1
200504080NYK,https://www.basketball-reference.com/boxscores/pbp/200504080NYK.html,New York Knicks,Chicago Bulls,NYK,CHI,K. Thomas,A. Davis,K. Thomas,NYK,CHI,S. Marbury,/players/m/marbust01.html,NYK,CHI,K. Thomas,A. Davis,1
200504080MIL,https://www.basketball-reference.com/boxscores/pbp/200504080MIL.html,Milwaukee Bucks,Charlotte Bobcats,MIL,CHA,D. Gadzuric,E. Okafor,P. Brezec,MIL,CHA,M. Williams,/players/w/willima01.html,CHA,MIL,D. Gadzuric,E. Okafor,0
200504080MIN,https://www.basketball-reference.com/boxscores/pbp/200504080MIN.html,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,K. Garnett,M. Camby,A. Miller,MIN,DEN,T. Hudson,/players/h/hudsotr01.html,DEN,MIN,K. Garnett,M. Camby,0
200504080POR,https://www.basketball-reference.com/boxscores/pbp/200504080POR.html,Portland Trail Blazers,Sacramento Kings,POR,SAC,J. Przybilla,B. Skinner,S. Telfair,POR,SAC,R. Patterson,/players/p/patteru01.html,POR,SAC,J. Przybilla,B. Skinner,1
200504080GSW,https://www.basketball-reference.com/boxscores/pbp/200504080GSW.html,Golden State Warriors,Phoenix Suns,GSW,PHO,A. Foyle,A. Stoudemire,J. Johnson,PHO,GSW,S. Nash,/players/n/nashst01.html,PHO,GSW,A. Stoudemire,A. Foyle,1
200504080SEA,https://www.basketball-reference.com/boxscores/pbp/200504080SEA.html,Seattle SuperSonics,Los Angeles Lakers,SEA,LAL,,,,,,,,,,
200504090NJN,https://www.basketball-reference.com/boxscores/pbp/200504090NJN.html,New Jersey Nets,Boston Celtics,NJN,BOS,J. Collins,R. LaFrentz,V. Carter,BOS,NJN,P. Pierce,/players/p/piercpa01.html,NJN,BOS,R. LaFrentz,J. Collins,0
200504090ATL,https://www.basketball-reference.com/boxscores/pbp/200504090ATL.html,Atlanta Hawks,Minnesota Timberwolves,ATL,MIN,J. Smith,K. Garnett,T. Hassell,MIN,ATL,T. Hudson,/players/h/hudsotr01.html,MIN,ATL,K. Garnett,J. Smith,1
200504090WAS,https://www.basketball-reference.com/boxscores/pbp/200504090WAS.html,Washington Wizards,Philadelphia 76ers,WAS,PHI,E. Thomas,S. Dalembert,R. Rogers,WAS,PHI,L. Hughes,/players/h/hughela01.html,PHI,WAS,E. Thomas,S. Dalembert,0
200504090CLE,https://www.basketball-reference.com/boxscores/pbp/200504090CLE.html,Cleveland Cavaliers,Milwaukee Bucks,CLE,MIL,R. Traylor,D. Gadzuric,M. Redd,MIL,CLE,Z. Pachulia,/players/p/pachuza01.html,MIL,CLE,D. Gadzuric,R. Traylor,1
200504090CHI,https://www.basketball-reference.com/boxscores/pbp/200504090CHI.html,Chicago Bulls,Toronto Raptors,CHI,TOR,A. Davis,C. Bosh,K. Hinrich,TOR,CHI,R. Alston,/players/a/alstora01.html,CHI,TOR,C. Bosh,A. Davis,0
200504090DAL,https://www.basketball-reference.com/boxscores/pbp/200504090DAL.html,Dallas Mavericks,Utah Jazz,DAL,UTA,E. Dampier,J. Collins,G. Giriček,UTA,DAL,M. Okur,/players/o/okurme01.html,UTA,DAL,J. Collins,E. Dampier,1
200504090DEN,https://www.basketball-reference.com/boxscores/pbp/200504090DEN.html,Denver Nuggets,Seattle SuperSonics,DEN,SEA,M. Camby,J. James,C. Anthony,DEN,SEA,C. Anthony,/players/a/anthoca01.html,DEN,SEA,M. Camby,J. James,1
200504090PHO,https://www.basketball-reference.com/boxscores/pbp/200504090PHO.html,Phoenix Suns,Houston Rockets,PHO,HOU,A. Stoudemire,Y. Ming,S. Marion,PHO,HOU,S. Marion,/players/m/mariosh01.html,PHO,HOU,A. Stoudemire,Y. Ming,1
200504090LAC,https://www.basketball-reference.com/boxscores/pbp/200504090LAC.html,Los Angeles Clippers,San Antonio Spurs,LAC,SAS,C. Wilcox,R. Nesterović,E. Brand,SAS,LAC,M. Ginóbili,/players/g/ginobma01.html,LAC,SAS,R. Nesterović,C. Wilcox,0
200504100MIA,https://www.basketball-reference.com/boxscores/pbp/200504100MIA.html,Miami Heat,Detroit Pistons,MIA,DET,A. Mourning,B. Wallace,D. Wade,DET,MIA,C. Billups,/players/b/billuch01.html,MIA,DET,B. Wallace,A. Mourning,0
200504100IND,https://www.basketball-reference.com/boxscores/pbp/200504100IND.html,Indiana Pacers,New York Knicks,IND,NYK,D. Davis,K. Thomas,D. Davis,IND,NYK,R. Miller,/players/m/millere01.html,IND,NYK,D. Davis,K. Thomas,1
200504100SAC,https://www.basketball-reference.com/boxscores/pbp/200504100SAC.html,Sacramento Kings,Los Angeles Lakers,SAC,LAL,B. Skinner,B. Grant,P. Stojaković,LAL,SAC,C. Atkins,/players/a/atkinch01.html,SAC,LAL,B. Grant,B. Skinner,0
200504100NOH,https://www.basketball-reference.com/boxscores/pbp/200504100NOH.html,New Orleans Hornets,Portland Trail Blazers,NOH,POR,P. Brown,J. Przybilla,D. Stoudamire,NOH,POR,D. Dickau,/players/d/dickada01.html,POR,NOH,P. Brown,J. Przybilla,0
200504100MEM,https://www.basketball-reference.com/boxscores/pbp/200504100MEM.html,Memphis Grizzlies,Charlotte Bobcats,MEM,CHA,P. Gasol,E. Okafor,P. Gasol,CHA,MEM,B. Knight,/players/k/knighbr01.html,MEM,CHA,E. Okafor,P. Gasol,0
200504100GSW,https://www.basketball-reference.com/boxscores/pbp/200504100GSW.html,Golden State Warriors,San Antonio Spurs,GSW,SAS,A. Foyle,N. Mohammed,A. Foyle,GSW,SAS,B. Davis,/players/d/davisba01.html,GSW,SAS,A. Foyle,N. Mohammed,1
200504110ORL,https://www.basketball-reference.com/boxscores/pbp/200504110ORL.html,Orlando Magic,Cleveland Cavaliers,ORL,CLE,K. Cato,R. Traylor,J. Nelson,CLE,ORL,D. Gooden,/players/g/goodedr01.html,ORL,CLE,R. Traylor,K. Cato,0
200504110TOR,https://www.basketball-reference.com/boxscores/pbp/200504110TOR.html,Toronto Raptors,Indiana Pacers,TOR,IND,C. Bosh,D. Davis,J. Foster,TOR,IND,J. Rose,/players/r/roseja01.html,IND,TOR,C. Bosh,D. Davis,0
200504110WAS,https://www.basketball-reference.com/boxscores/pbp/200504110WAS.html,Washington Wizards,Milwaukee Bucks,WAS,MIL,E. Thomas,D. Gadzuric,D. Mason,MIL,WAS,E. Strickland,/players/s/stricer01.html,MIL,WAS,D. Gadzuric,E. Thomas,1
200504110ATL,https://www.basketball-reference.com/boxscores/pbp/200504110ATL.html,Atlanta Hawks,Charlotte Bobcats,ATL,CHA,J. Smith,E. Okafor,J. Smith,ATL,CHA,T. Lue,/players/l/luety01.html,ATL,CHA,J. Smith,E. Okafor,1
200504110CHI,https://www.basketball-reference.com/boxscores/pbp/200504110CHI.html,Chicago Bulls,Detroit Pistons,CHI,DET,A. Davis,B. Wallace,R. Wallace,DET,CHI,T. Prince,/players/p/princta01.html,DET,CHI,B. Wallace,A. Davis,1
200504110DAL,https://www.basketball-reference.com/boxscores/pbp/200504110DAL.html,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,E. Dampier,P. Gasol,M. Finley,DAL,MEM,J. Terry,/players/t/terryja01.html,DAL,MEM,E. Dampier,P. Gasol,1
200504110DEN,https://www.basketball-reference.com/boxscores/pbp/200504110DEN.html,Denver Nuggets,Golden State Warriors,DEN,GSW,M. Camby,A. Foyle,M. Camby,DEN,GSW,A. Miller,/players/m/millean02.html,DEN,GSW,M. Camby,A. Foyle,1
200504110SEA,https://www.basketball-reference.com/boxscores/pbp/200504110SEA.html,Seattle SuperSonics,Houston Rockets,SEA,HOU,,,,,,,,,,
200504110LAL,https://www.basketball-reference.com/boxscores/pbp/200504110LAL.html,Los Angeles Lakers,Phoenix Suns,LAL,PHO,B. Grant,A. Stoudemire,A. Stoudemire,LAL,PHO,C. Butler,/players/b/butleca01.html,PHO,LAL,B. Grant,A. Stoudemire,0
200504120PHI,https://www.basketball-reference.com/boxscores/pbp/200504120PHI.html,Philadelphia 76ers,Boston Celtics,PHI,BOS,S. Dalembert,R. LaFrentz,A. Iguodala,PHI,BOS,K. Korver,/players/k/korveky01.html,PHI,BOS,S. Dalembert,R. LaFrentz,1
200504120NYK,https://www.basketball-reference.com/boxscores/pbp/200504120NYK.html,New York Knicks,Toronto Raptors,NYK,TOR,K. Thomas,C. Bosh,M. Sweetney,NYK,TOR,S. Marbury,/players/m/marbust01.html,NYK,TOR,K. Thomas,C. Bosh,1
200504120SAS,https://www.basketball-reference.com/boxscores/pbp/200504120SAS.html,San Antonio Spurs,Portland Trail Blazers,SAS,POR,N. Mohammed,J. Przybilla,M. Ginóbili,SAS,POR,M. Ginóbili,/players/g/ginobma01.html,SAS,POR,N. Mohammed,J. Przybilla,1
200504120PHO,https://www.basketball-reference.com/boxscores/pbp/200504120PHO.html,Phoenix Suns,New Orleans Hornets,PHO,NOH,A. Stoudemire,P. Brown,S. Nash,NOH,PHO,J. Smith,/players/s/smithjr01.html,PHO,NOH,P. Brown,A. Stoudemire,0
200504120LAC,https://www.basketball-reference.com/boxscores/pbp/200504120LAC.html,Los Angeles Clippers,Utah Jazz,LAC,UTA,C. Wilcox,B. Handlogten,S. Livingston,LAC,UTA,S. Livingston,/players/l/livinsh01.html,LAC,UTA,C. Wilcox,B. Handlogten,1
200504130CHA,https://www.basketball-reference.com/boxscores/pbp/200504130CHA.html,Charlotte Bobcats,Atlanta Hawks,CHA,ATL,E. Okafor,J. Smith,T. Lue,ATL,CHA,T. Gugliotta,/players/g/guglito01.html,ATL,CHA,J. Smith,E. Okafor,1
200504130DET,https://www.basketball-reference.com/boxscores/pbp/200504130DET.html,Detroit Pistons,Orlando Magic,DET,ORL,B. Wallace,D. Howard,R. Wallace,DET,ORL,C. Billups,/players/b/billuch01.html,DET,ORL,B. Wallace,D. Howard,1
200504130IND,https://www.basketball-reference.com/boxscores/pbp/200504130IND.html,Indiana Pacers,New Jersey Nets,IND,NJN,D. Davis,J. Collins,J. Kidd,NJN,IND,J. Kidd,/players/k/kiddja01.html,NJN,IND,J. Collins,D. Davis,1
200504130MIL,https://www.basketball-reference.com/boxscores/pbp/200504130MIL.html,Milwaukee Bucks,Boston Celtics,MIL,BOS,D. Gadzuric,R. LaFrentz,A. Walker,BOS,MIL,P. Pierce,/players/p/piercpa01.html,BOS,MIL,R. LaFrentz,D. Gadzuric,1
200504130MIN,https://www.basketball-reference.com/boxscores/pbp/200504130MIN.html,Minnesota Timberwolves,Golden State Warriors,MIN,GSW,K. Garnett,A. Foyle,M. Dunleavy,MIN,GSW,T. Hudson,/players/h/hudsotr01.html,GSW,MIN,K. Garnett,A. Foyle,0
200504130WAS,https://www.basketball-reference.com/boxscores/pbp/200504130WAS.html,Washington Wizards,Chicago Bulls,WAS,CHI,B. Haywood,A. Davis,A. Jamison,CHI,WAS,A. Griffin,/players/g/griffad01.html,WAS,CHI,A. Davis,B. Haywood,0
200504130HOU,https://www.basketball-reference.com/boxscores/pbp/200504130HOU.html,Houston Rockets,Memphis Grizzlies,HOU,MEM,Y. Ming,P. Gasol,P. Gasol,MEM,HOU,J. Williams,/players/w/willija02.html,MEM,HOU,P. Gasol,Y. Ming,1
200504130DEN,https://www.basketball-reference.com/boxscores/pbp/200504130DEN.html,Denver Nuggets,New Orleans Hornets,DEN,NOH,M. Camby,P. Brown,C. Anthony,DEN,NOH,K. Martin,/players/m/martike01.html,DEN,NOH,M. Camby,P. Brown,1
200504130UTA,https://www.basketball-reference.com/boxscores/pbp/200504130UTA.html,Utah Jazz,San Antonio Spurs,UTA,SAS,,,,,,,,,,
200504130SEA,https://www.basketball-reference.com/boxscores/pbp/200504130SEA.html,Seattle SuperSonics,Dallas Mavericks,SEA,DAL,J. James,E. Dampier,R. Allen,SEA,DAL,L. Ridnour,/players/r/ridnolu01.html,SEA,DAL,J. James,E. Dampier,1
200504140CLE,https://www.basketball-reference.com/boxscores/pbp/200504140CLE.html,Cleveland Cavaliers,New York Knicks,CLE,NYK,Z. Ilgauskas,K. Thomas,I. Newble,CLE,NYK,D. Gooden,/players/g/goodedr01.html,CLE,NYK,Z. Ilgauskas,K. Thomas,1
200504140PHI,https://www.basketball-reference.com/boxscores/pbp/200504140PHI.html,Philadelphia 76ers,Miami Heat,PHI,MIA,S. Dalembert,S. O'Neal,D. Wade,PHI,MIA,A. Iverson,/players/i/iversal01.html,MIA,PHI,S. Dalembert,S. O'Neal,0
200504140POR,https://www.basketball-reference.com/boxscores/pbp/200504140POR.html,Portland Trail Blazers,Dallas Mavericks,POR,DAL,J. Przybilla,E. Dampier,J. Howard,DAL,POR,K. Van Horn,/players/v/vanhoke01.html,DAL,POR,E. Dampier,J. Przybilla,1
200504150TOR,https://www.basketball-reference.com/boxscores/pbp/200504150TOR.html,Toronto Raptors,New Jersey Nets,TOR,NJN,C. Bosh,J. Collins,B. Scalabrine,TOR,NJN,R. Araújo,/players/a/araujra01.html,NJN,TOR,C. Bosh,J. Collins,0
200504150BOS,https://www.basketball-reference.com/boxscores/pbp/200504150BOS.html,Boston Celtics,Miami Heat,BOS,MIA,R. LaFrentz,S. O'Neal,E. Jones,MIA,BOS,E. Jones,/players/j/jonesed02.html,MIA,BOS,S. O'Neal,R. LaFrentz,1
200504150DET,https://www.basketball-reference.com/boxscores/pbp/200504150DET.html,Detroit Pistons,Milwaukee Bucks,DET,MIL,B. Wallace,D. Gadzuric,R. Wallace,DET,MIL,T. Prince,/players/p/princta01.html,DET,MIL,B. Wallace,D. Gadzuric,1
200504150IND,https://www.basketball-reference.com/boxscores/pbp/200504150IND.html,Indiana Pacers,Philadelphia 76ers,IND,PHI,D. Davis,S. Dalembert,D. Davis,IND,PHI,A. Johnson,/players/j/johnsan02.html,IND,PHI,D. Davis,S. Dalembert,1
200504150WAS,https://www.basketball-reference.com/boxscores/pbp/200504150WAS.html,Washington Wizards,Cleveland Cavaliers,WAS,CLE,B. Haywood,Z. Ilgauskas,L. James,CLE,WAS,J. McInnis,/players/m/mcinnje01.html,CLE,WAS,Z. Ilgauskas,B. Haywood,1
200504150CHI,https://www.basketball-reference.com/boxscores/pbp/200504150CHI.html,Chicago Bulls,Orlando Magic,CHI,ORL,A. Davis,D. Howard,S. Francis,ORL,CHI,J. Nelson,/players/n/nelsoja01.html,ORL,CHI,D. Howard,A. Davis,1
200504150DEN,https://www.basketball-reference.com/boxscores/pbp/200504150DEN.html,Denver Nuggets,Memphis Grizzlies,DEN,MEM,M. Camby,P. Gasol,C. Anthony,MEM,DEN,S. Battier,/players/b/battish01.html,DEN,MEM,P. Gasol,M. Camby,0
200504150UTA,https://www.basketball-reference.com/boxscores/pbp/200504150UTA.html,Utah Jazz,Minnesota Timberwolves,UTA,MIN,J. Collins,K. Garnett,M. Harpring,MIN,UTA,T. Hudson,/players/h/hudsotr01.html,UTA,MIN,K. Garnett,J. Collins,0
200504150PHO,https://www.basketball-reference.com/boxscores/pbp/200504150PHO.html,Phoenix Suns,Los Angeles Clippers,PHO,LAC,A. Stoudemire,C. Wilcox,M. Jarić,LAC,PHO,M. Jarić,/players/j/jaricma01.html,LAC,PHO,C. Wilcox,A. Stoudemire,1
200504150GSW,https://www.basketball-reference.com/boxscores/pbp/200504150GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,A. Foyle,J. Przybilla,A. Foyle,GSW,POR,T. Murphy,/players/m/murphtr01.html,GSW,POR,A. Foyle,J. Przybilla,1
200504150LAL,https://www.basketball-reference.com/boxscores/pbp/200504150LAL.html,Los Angeles Lakers,Sacramento Kings,LAL,SAC,C. Mihm,B. Skinner,P. Stojaković,LAL,SAC,L. Walton,/players/w/waltolu01.html,SAC,LAL,C. Mihm,B. Skinner,0
200504150SEA,https://www.basketball-reference.com/boxscores/pbp/200504150SEA.html,Seattle SuperSonics,New Orleans Hornets,SEA,NOH,J. James,P. Brown,L. Nailon,SEA,NOH,L. Ridnour,/players/r/ridnolu01.html,NOH,SEA,J. James,P. Brown,0
200504160CHA,https://www.basketball-reference.com/boxscores/pbp/200504160CHA.html,Charlotte Bobcats,New York Knicks,CHA,NYK,E. Okafor,K. Thomas,M. Sweetney,NYK,CHA,S. Marbury,/players/m/marbust01.html,NYK,CHA,K. Thomas,E. Okafor,1
200504160ATL,https://www.basketball-reference.com/boxscores/pbp/200504160ATL.html,Atlanta Hawks,Chicago Bulls,ATL,CHI,J. Smith,A. Davis,K. Hinrich,ATL,CHI,T. Lue,/players/l/luety01.html,CHI,ATL,J. Smith,A. Davis,0
200504160HOU,https://www.basketball-reference.com/boxscores/pbp/200504160HOU.html,Houston Rockets,Denver Nuggets,HOU,DEN,Y. Ming,N. Hilário,A. Miller,HOU,DEN,B. Sura,/players/s/surabo01.html,DEN,HOU,Y. Ming,N. Hilário,0
200504160MIL,https://www.basketball-reference.com/boxscores/pbp/200504160MIL.html,Milwaukee Bucks,Orlando Magic,MIL,ORL,D. Gadzuric,D. Howard,D. Howard,MIL,ORL,J. Smith,/players/s/smithjo02.html,ORL,MIL,D. Gadzuric,D. Howard,0
200504160SAS,https://www.basketball-reference.com/boxscores/pbp/200504160SAS.html,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,N. Mohammed,P. Gasol,M. Ginóbili,MEM,SAS,M. Miller,/players/m/millemi01.html,SAS,MEM,P. Gasol,N. Mohammed,0
200504160PHO,https://www.basketball-reference.com/boxscores/pbp/200504160PHO.html,Phoenix Suns,Sacramento Kings,PHO,SAC,A. Stoudemire,B. Skinner,S. Nash,SAC,PHO,K. Thomas,/players/t/thomake01.html,PHO,SAC,B. Skinner,A. Stoudemire,0
200504160LAC,https://www.basketball-reference.com/boxscores/pbp/200504160LAC.html,Los Angeles Clippers,New Orleans Hornets,LAC,NOH,Ž. Rebrača,P. Brown,L. Nailon,NOH,LAC,L. Nailon,/players/n/nailole01.html,NOH,LAC,P. Brown,Ž. Rebrača,1
200504170DET,https://www.basketball-reference.com/boxscores/pbp/200504170DET.html,Detroit Pistons,Cleveland Cavaliers,DET,CLE,B. Wallace,Z. Ilgauskas,B. Wallace,CLE,DET,I. Newble,/players/n/newblir01.html,DET,CLE,Z. Ilgauskas,B. Wallace,0
200504170WAS,https://www.basketball-reference.com/boxscores/pbp/200504170WAS.html,Washington Wizards,Charlotte Bobcats,WAS,CHA,B. Haywood,M. Ely,B. Knight,WAS,CHA,G. Arenas,/players/a/arenagi01.html,CHA,WAS,B. Haywood,M. Ely,0
200504170LAL,https://www.basketball-reference.com/boxscores/pbp/200504170LAL.html,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,C. Mihm,E. Dampier,J. Jones,LAL,DAL,K. Bryant,/players/b/bryanko01.html,LAL,DAL,C. Mihm,E. Dampier,1
200504170MIA,https://www.basketball-reference.com/boxscores/pbp/200504170MIA.html,Miami Heat,Indiana Pacers,MIA,IND,S. O'Neal,D. Davis,S. O'Neal,MIA,IND,D. Jones,/players/j/jonesda01.html,MIA,IND,S. O'Neal,D. Davis,1
200504170MIN,https://www.basketball-reference.com/boxscores/pbp/200504170MIN.html,Minnesota Timberwolves,Seattle SuperSonics,MIN,SEA,K. Garnett,J. James,K. Garnett,MIN,SEA,T. Hudson,/players/h/hudsotr01.html,MIN,SEA,K. Garnett,J. James,1
200504170NJN,https://www.basketball-reference.com/boxscores/pbp/200504170NJN.html,New Jersey Nets,Philadelphia 76ers,NJN,PHI,J. Collins,S. Dalembert,B. Scalabrine,NJN,PHI,J. Kidd,/players/k/kiddja01.html,NJN,PHI,J. Collins,S. Dalembert,1
200504170TOR,https://www.basketball-reference.com/boxscores/pbp/200504170TOR.html,Toronto Raptors,Boston Celtics,TOR,BOS,C. Bosh,R. LaFrentz,A. Walker,BOS,TOR,G. Payton,/players/p/paytoga01.html,BOS,TOR,R. LaFrentz,C. Bosh,1
200504170NYK,https://www.basketball-reference.com/boxscores/pbp/200504170NYK.html,New York Knicks,Atlanta Hawks,NYK,ATL,K. Thomas,J. Smith,T. Lue,ATL,NYK,J. Childress,/players/c/childjo01.html,ATL,NYK,J. Smith,K. Thomas,1
200504170POR,https://www.basketball-reference.com/boxscores/pbp/200504170POR.html,Portland Trail Blazers,Utah Jazz,POR,UTA,J. Przybilla,J. Collins,R. Patterson,POR,UTA,S. Abdur-Rahim,/players/a/abdursh01.html,POR,UTA,J. Przybilla,J. Collins,1
200504180ORL,https://www.basketball-reference.com/boxscores/pbp/200504180ORL.html,Orlando Magic,Indiana Pacers,ORL,IND,D. Howard,J. O'Neal,R. Miller,IND,ORL,D. Davis,/players/d/davisda01.html,IND,ORL,J. O'Neal,D. Howard,1
200504180PHI,https://www.basketball-reference.com/boxscores/pbp/200504180PHI.html,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL,S. Dalembert,D. Gadzuric,A. Iverson,PHI,MIL,C. Webber,/players/w/webbech01.html,PHI,MIL,S. Dalembert,D. Gadzuric,1
200504180MEM,https://www.basketball-reference.com/boxscores/pbp/200504180MEM.html,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,P. Gasol,N. Mohammed,M. Miller,SAS,MEM,B. Udrih,/players/u/udrihbe01.html,MEM,SAS,N. Mohammed,P. Gasol,0
200504180NOH,https://www.basketball-reference.com/boxscores/pbp/200504180NOH.html,New Orleans Hornets,Minnesota Timberwolves,NOH,MIN,P. Brown,K. Garnett,J. Vroman,NOH,MIN,J. Smith,/players/s/smithjr01.html,NOH,MIN,P. Brown,K. Garnett,1
200504180HOU,https://www.basketball-reference.com/boxscores/pbp/200504180HOU.html,Houston Rockets,Los Angeles Clippers,HOU,LAC,Y. Ming,M. Moore,B. Sura,LAC,HOU,M. Jarić,/players/j/jaricma01.html,HOU,LAC,M. Moore,Y. Ming,0
200504180UTA,https://www.basketball-reference.com/boxscores/pbp/200504180UTA.html,Utah Jazz,Sacramento Kings,UTA,SAC,J. Collins,B. Skinner,C. Williamson,SAC,UTA,C. Mobley,/players/m/moblecu01.html,SAC,UTA,B. Skinner,J. Collins,1
200504180PHO,https://www.basketball-reference.com/boxscores/pbp/200504180PHO.html,Phoenix Suns,Denver Nuggets,PHO,DEN,A. Stoudemire,N. Hilário,K. Martin,DEN,PHO,A. Miller,/players/m/millean02.html,DEN,PHO,N. Hilário,A. Stoudemire,1
200504180GSW,https://www.basketball-reference.com/boxscores/pbp/200504180GSW.html,Golden State Warriors,Los Angeles Lakers,GSW,LAL,A. Foyle,C. Mihm,J. Richardson,LAL,GSW,L. Walton,/players/w/waltolu01.html,GSW,LAL,C. Mihm,A. Foyle,0
200504190CLE,https://www.basketball-reference.com/boxscores/pbp/200504190CLE.html,Cleveland Cavaliers,Boston Celtics,CLE,BOS,Z. Ilgauskas,R. LaFrentz,L. James,CLE,BOS,D. Gooden,/players/g/goodedr01.html,CLE,BOS,Z. Ilgauskas,R. LaFrentz,1
200504190ATL,https://www.basketball-reference.com/boxscores/pbp/200504190ATL.html,Atlanta Hawks,Detroit Pistons,ATL,DET,J. Smith,B. Wallace,T. Prince,DET,ATL,T. Prince,/players/p/princta01.html,DET,ATL,B. Wallace,J. Smith,1
