Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores
200811090LAC,https://www.basketball-reference.com/boxscores/pbp/200811090LAC.html,Los Angeles Clippers,Dallas Mavericks,LAC,DAL,C. Kaman,E. Dampier,G. Green,LAC,DAL,M. Camby,/players/c/cambyma01.html,DAL,LAC,C. Kaman,/players/k/kamanch01.html,E. Dampier,/players/d/dampier01.html,0
200811090DET,https://www.basketball-reference.com/boxscores/pbp/200811090DET.html,Detroit Pistons,Boston Celtics,DET,BOS,A. Johnson,K. Perkins,A. Iverson,DET,BOS,R. Hamilton,/players/h/hamilri01.html,DET,BOS,A. Johnson,/players/j/johnsam01.html,K. Perkins,/players/p/perkike01.html,1
200811090OKC,https://www.basketball-reference.com/boxscores/pbp/200811090OKC.html,Oklahoma City Thunder,Atlanta Hawks,OKC,ATL,J. Petro,A. Horford,J. Johnson,ATL,OKC,M. Williams,/players/w/willima02.html,ATL,OKC,A. Horford,/players/h/horfoal01.html,J. Petro,/players/p/petrojo01.html,1
200811090DEN,https://www.basketball-reference.com/boxscores/pbp/200811090DEN.html,Denver Nuggets,Memphis Grizzlies,DEN,MEM,N. Hilário,M. Gasol,O. Mayo,DEN,MEM,L. Kleiza,/players/k/kleizli01.html,MEM,DEN,N. Hilário,/players/h/hilarne01.html,M. Gasol,/players/g/gasolma01.html,0
200811090SAC,https://www.basketball-reference.com/boxscores/pbp/200811090SAC.html,Sacramento Kings,Golden State Warriors,SAC,GSW,B. Miller,A. Biedriņš,A. Biedriņš,GSW,SAC,K. Azubuike,/players/a/azubuke01.html,GSW,SAC,A. Biedriņš,/players/b/biedran01.html,B. Miller,/players/m/millebr01.html,1
200811090LAL,https://www.basketball-reference.com/boxscores/pbp/200811090LAL.html,Los Angeles Lakers,Houston Rockets,LAL,HOU,A. Bynum,Y. Ming,K. Bryant,LAL,HOU,V. Radmanović,/players/r/radmavl01.html,LAL,HOU,A. Bynum,/players/b/bynuman01.html,Y. Ming,/players/m/mingya01.html,1
200811100IND,https://www.basketball-reference.com/boxscores/pbp/200811100IND.html,Indiana Pacers,Oklahoma City Thunder,IND,OKC,J. Foster,J. Petro,J. Foster,IND,OKC,T. Murphy,/players/m/murphtr01.html,IND,OKC,J. Foster,/players/f/fosteje01.html,J. Petro,/players/p/petrojo01.html,1
200811100ORL,https://www.basketball-reference.com/boxscores/pbp/200811100ORL.html,Orlando Magic,Portland Trail Blazers,ORL,POR,D. Howard,J. Przybilla,S. Blake,POR,ORL,N. Batum,/players/b/batumni01.html,POR,ORL,J. Przybilla,/players/p/przybjo01.html,D. Howard,/players/h/howardw01.html,1
200811100BOS,https://www.basketball-reference.com/boxscores/pbp/200811100BOS.html,Boston Celtics,Toronto Raptors,BOS,TOR,K. Perkins,C. Bosh,J. O'Neal,TOR,BOS,J. Calderón,/players/c/caldejo01.html,TOR,BOS,C. Bosh,/players/b/boshch01.html,K. Perkins,/players/p/perkike01.html,1
200811100MIA,https://www.basketball-reference.com/boxscores/pbp/200811100MIA.html,Miami Heat,New Jersey Nets,MIA,NJN,U. Haslem,J. Boone,Y. Jianlian,NJN,MIA,B. Simmons,/players/s/simmobo01.html,NJN,MIA,J. Boone,/players/b/boonejo01.html,U. Haslem,/players/h/hasleud01.html,1
200811100PHO,https://www.basketball-reference.com/boxscores/pbp/200811100PHO.html,Phoenix Suns,Memphis Grizzlies,PHO,MEM,S. O'Neal,M. Gasol,A. Stoudemire,MEM,PHO,O. Mayo,/players/m/mayooj01.html,PHO,MEM,M. Gasol,/players/g/gasolma01.html,S. O'Neal,/players/o/onealsh01.html,0
200811110CHA,https://www.basketball-reference.com/boxscores/pbp/200811110CHA.html,Charlotte Bobcats,Denver Nuggets,CHA,DEN,E. Okafor,N. Hilário,J. Richardson,CHA,DEN,R. Felton,/players/f/feltora01.html,CHA,DEN,E. Okafor,/players/o/okafoem01.html,N. Hilário,/players/h/hilarne01.html,1
200811110CLE,https://www.basketball-reference.com/boxscores/pbp/200811110CLE.html,Cleveland Cavaliers,Milwaukee Bucks,CLE,MIL,Z. Ilgauskas,A. Bogut,Z. Ilgauskas,CLE,MIL,B. Wallace,/players/w/wallabe01.html,CLE,MIL,Z. Ilgauskas,/players/i/ilgauzy01.html,A. Bogut,/players/b/bogutan01.html,1
200811110PHI,https://www.basketball-reference.com/boxscores/pbp/200811110PHI.html,Philadelphia 76ers,Utah Jazz,PHI,UTA,S. Dalembert,K. Koufos,D. Williams,PHI,UTA,E. Brand,/players/b/brandel01.html,UTA,PHI,S. Dalembert,/players/d/dalemsa01.html,K. Koufos,/players/k/koufoko01.html,0
200811110CHI,https://www.basketball-reference.com/boxscores/pbp/200811110CHI.html,Chicago Bulls,Atlanta Hawks,CHI,ATL,J. Noah,A. Horford,J. Noah,CHI,ATL,L. Deng,/players/d/denglu01.html,CHI,ATL,J. Noah,/players/n/noahjo01.html,A. Horford,/players/h/horfoal01.html,1
200811110DAL,https://www.basketball-reference.com/boxscores/pbp/200811110DAL.html,Dallas Mavericks,Los Angeles Lakers,DAL,LAL,E. Dampier,A. Bynum,V. Radmanović,LAL,DAL,P. Gasol,/players/g/gasolpa01.html,LAL,DAL,A. Bynum,/players/b/bynuman01.html,E. Dampier,/players/d/dampier01.html,1
200811110SAS,https://www.basketball-reference.com/boxscores/pbp/200811110SAS.html,San Antonio Spurs,New York Knicks,SAS,NYK,T. Duncan,W. Chandler,T. Duncan,SAS,NYK,F. Oberto,/players/o/obertfa01.html,SAS,NYK,T. Duncan,/players/d/duncati01.html,W. Chandler,/players/c/chandwi01.html,1
200811110SAC,https://www.basketball-reference.com/boxscores/pbp/200811110SAC.html,Sacramento Kings,Detroit Pistons,SAC,DET,B. Miller,A. Johnson,A. Iverson,DET,SAC,A. Iverson,/players/i/iversal01.html,DET,SAC,A. Johnson,/players/j/johnsam01.html,B. Miller,/players/m/millebr01.html,1
200811110GSW,https://www.basketball-reference.com/boxscores/pbp/200811110GSW.html,Golden State Warriors,Minnesota Timberwolves,GSW,MIN,A. Biedriņš,A. Jefferson,A. Jefferson,MIN,GSW,S. Telfair,/players/t/telfase01.html,MIN,GSW,A. Jefferson,/players/j/jeffeal01.html,A. Biedriņš,/players/b/biedran01.html,1
200811120TOR,https://www.basketball-reference.com/boxscores/pbp/200811120TOR.html,Toronto Raptors,Philadelphia 76ers,TOR,PHI,C. Bosh,S. Dalembert,J. Calderón,TOR,PHI,J. O'Neal,/players/o/onealje01.html,TOR,PHI,C. Bosh,/players/b/boshch01.html,S. Dalembert,/players/d/dalemsa01.html,1
200811120BOS,https://www.basketball-reference.com/boxscores/pbp/200811120BOS.html,Boston Celtics,Atlanta Hawks,BOS,ATL,K. Perkins,A. Horford,J. Johnson,BOS,ATL,P. Pierce,/players/p/piercpa01.html,ATL,BOS,K. Perkins,/players/p/perkike01.html,A. Horford,/players/h/horfoal01.html,0
200811120NJN,https://www.basketball-reference.com/boxscores/pbp/200811120NJN.html,New Jersey Nets,Indiana Pacers,NJN,IND,J. Boone,R. Nesterović,B. Simmons,IND,NJN,T. Ford,/players/f/fordtj01.html,NJN,IND,R. Nesterović,/players/n/nestera01.html,J. Boone,/players/b/boonejo01.html,0
200811120MEM,https://www.basketball-reference.com/boxscores/pbp/200811120MEM.html,Memphis Grizzlies,New York Knicks,MEM,NYK,M. Gasol,W. Chandler,M. Gasol,NYK,MEM,Q. Richardson,/players/r/richaqu01.html,MEM,NYK,W. Chandler,/players/c/chandwi01.html,M. Gasol,/players/g/gasolma01.html,0
200811120MIA,https://www.basketball-reference.com/boxscores/pbp/200811120MIA.html,Miami Heat,Portland Trail Blazers,MIA,POR,U. Haslem,J. Przybilla,U. Haslem,POR,MIA,L. Aldridge,/players/a/aldrila01.html,MIA,POR,J. Przybilla,/players/p/przybjo01.html,U. Haslem,/players/h/hasleud01.html,0
200811120MIL,https://www.basketball-reference.com/boxscores/pbp/200811120MIL.html,Milwaukee Bucks,San Antonio Spurs,MIL,SAS,A. Bogut,T. Duncan,A. Bogut,MIL,SAS,C. Bell,/players/b/bellch01.html,MIL,SAS,A. Bogut,/players/b/bogutan01.html,T. Duncan,/players/d/duncati01.html,1
200811120NOH,https://www.basketball-reference.com/boxscores/pbp/200811120NOH.html,New Orleans Hornets,Los Angeles Lakers,NOH,LAL,T. Chandler,A. Bynum,P. Gasol,NOH,LAL,D. West,/players/w/westda01.html,LAL,NOH,T. Chandler,/players/c/chandty01.html,A. Bynum,/players/b/bynuman01.html,0
200811120OKC,https://www.basketball-reference.com/boxscores/pbp/200811120OKC.html,Oklahoma City Thunder,Orlando Magic,OKC,ORL,J. Petro,D. Howard,J. Nelson,ORL,OKC,J. Nelson,/players/n/nelsoja01.html,ORL,OKC,D. Howard,/players/h/howardw01.html,J. Petro,/players/p/petrojo01.html,1
200811120WAS,https://www.basketball-reference.com/boxscores/pbp/200811120WAS.html,Washington Wizards,Utah Jazz,WAS,UTA,E. Thomas,K. Koufos,C. Miles,UTA,WAS,R. Brewer,/players/b/brewero02.html,UTA,WAS,K. Koufos,/players/k/koufoko01.html,E. Thomas,/players/t/thomaet01.html,1
200811120LAC,https://www.basketball-reference.com/boxscores/pbp/200811120LAC.html,Los Angeles Clippers,Sacramento Kings,LAC,SAC,C. Kaman,B. Miller,B. Udrih,SAC,LAC,B. Udrih,/players/u/udrihbe01.html,SAC,LAC,B. Miller,/players/m/millebr01.html,C. Kaman,/players/k/kamanch01.html,1
200811120PHO,https://www.basketball-reference.com/boxscores/pbp/200811120PHO.html,Phoenix Suns,Houston Rockets,PHO,HOU,S. O'Neal,Y. Ming,S. Nash,PHO,HOU,R. Bell,/players/b/bellra01.html,PHO,HOU,S. O'Neal,/players/o/onealsh01.html,Y. Ming,/players/m/mingya01.html,1
200811130CLE,https://www.basketball-reference.com/boxscores/pbp/200811130CLE.html,Cleveland Cavaliers,Denver Nuggets,CLE,DEN,Z. Ilgauskas,N. Hilário,D. West,CLE,DEN,M. Williams,/players/w/willima01.html,CLE,DEN,Z. Ilgauskas,/players/i/ilgauzy01.html,N. Hilário,/players/h/hilarne01.html,1
200811130CHI,https://www.basketball-reference.com/boxscores/pbp/200811130CHI.html,Chicago Bulls,Dallas Mavericks,CHI,DAL,J. Noah,E. Dampier,D. Nowitzki,DAL,CHI,D. Nowitzki,/players/n/nowitdi01.html,DAL,CHI,E. Dampier,/players/d/dampier01.html,J. Noah,/players/n/noahjo01.html,1
200811130GSW,https://www.basketball-reference.com/boxscores/pbp/200811130GSW.html,Golden State Warriors,Detroit Pistons,GSW,DET,A. Biedriņš,K. Brown,R. Wallace,DET,GSW,T. Prince,/players/p/princta01.html,DET,GSW,K. Brown,/players/b/brownkw01.html,A. Biedriņš,/players/b/biedran01.html,1
200811140CHA,https://www.basketball-reference.com/boxscores/pbp/200811140CHA.html,Charlotte Bobcats,Utah Jazz,CHA,UTA,E. Okafor,K. Koufos,G. Wallace,CHA,UTA,M. Carroll,/players/c/carroma01.html,CHA,UTA,E. Okafor,/players/o/okafoem01.html,K. Koufos,/players/k/koufoko01.html,1
200811140IND,https://www.basketball-reference.com/boxscores/pbp/200811140IND.html,Indiana Pacers,Philadelphia 76ers,IND,PHI,R. Nesterović,S. Dalembert,D. Granger,IND,PHI,D. Granger,/players/g/grangda01.html,IND,PHI,R. Nesterović,/players/n/nestera01.html,S. Dalembert,/players/d/dalemsa01.html,1
200811140MIA,https://www.basketball-reference.com/boxscores/pbp/200811140MIA.html,Miami Heat,Washington Wizards,MIA,WAS,U. Haslem,E. Thomas,U. Haslem,WAS,MIA,C. Butler,/players/b/butleca01.html,MIA,WAS,E. Thomas,/players/t/thomaet01.html,U. Haslem,/players/h/hasleud01.html,0
200811140NJN,https://www.basketball-reference.com/boxscores/pbp/200811140NJN.html,New Jersey Nets,Atlanta Hawks,NJN,ATL,B. Lopez,A. Horford,B. Lopez,ATL,NJN,Z. Pachulia,/players/p/pachuza01.html,NJN,ATL,A. Horford,/players/h/horfoal01.html,B. Lopez,/players/l/lopezbr01.html,0
200811140NYK,https://www.basketball-reference.com/boxscores/pbp/200811140NYK.html,New York Knicks,Oklahoma City Thunder,NYK,OKC,W. Chandler,R. Swift,E. Watson,OKC,NYK,K. Durant,/players/d/duranke01.html,OKC,NYK,R. Swift,/players/s/swiftro01.html,W. Chandler,/players/c/chandwi01.html,1
200811140BOS,https://www.basketball-reference.com/boxscores/pbp/200811140BOS.html,Boston Celtics,Denver Nuggets,BOS,DEN,K. Perkins,N. Hilário,P. Pierce,BOS,DEN,K. Garnett,/players/g/garneke01.html,BOS,DEN,K. Perkins,/players/p/perkike01.html,N. Hilário,/players/h/hilarne01.html,1
200811140MEM,https://www.basketball-reference.com/boxscores/pbp/200811140MEM.html,Memphis Grizzlies,Milwaukee Bucks,MEM,MIL,M. Gasol,A. Bogut,A. Bogut,MIL,MEM,L. Ridnour,/players/r/ridnolu01.html,MIL,MEM,A. Bogut,/players/b/bogutan01.html,M. Gasol,/players/g/gasolma01.html,1
200811140NOH,https://www.basketball-reference.com/boxscores/pbp/200811140NOH.html,New Orleans Hornets,Portland Trail Blazers,NOH,POR,T. Chandler,J. Przybilla,L. Aldridge,NOH,POR,P. Stojaković,/players/s/stojape01.html,POR,NOH,T. Chandler,/players/c/chandty01.html,J. Przybilla,/players/p/przybjo01.html,0
200811140DAL,https://www.basketball-reference.com/boxscores/pbp/200811140DAL.html,Dallas Mavericks,Orlando Magic,DAL,ORL,E. Dampier,D. Howard,E. Dampier,ORL,DAL,J. Nelson,/players/n/nelsoja01.html,DAL,ORL,D. Howard,/players/h/howardw01.html,E. Dampier,/players/d/dampier01.html,0
200811140SAS,https://www.basketball-reference.com/boxscores/pbp/200811140SAS.html,San Antonio Spurs,Houston Rockets,SAS,HOU,T. Duncan,Y. Ming,G. Hill,SAS,HOU,F. Oberto,/players/o/obertfa01.html,SAS,HOU,T. Duncan,/players/d/duncati01.html,Y. Ming,/players/m/mingya01.html,1
200811140SAC,https://www.basketball-reference.com/boxscores/pbp/200811140SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,B. Miller,S. O'Neal,J. Salmons,PHO,SAC,G. Hill,/players/h/hillgr01.html,SAC,PHO,S. O'Neal,/players/o/onealsh01.html,B. Miller,/players/m/millebr01.html,0
200811140LAL,https://www.basketball-reference.com/boxscores/pbp/200811140LAL.html,Los Angeles Lakers,Detroit Pistons,LAL,DET,A. Bynum,K. Brown,A. Iverson,DET,LAL,A. Iverson,/players/i/iversal01.html,DET,LAL,K. Brown,/players/b/brownkw01.html,A. Bynum,/players/b/bynuman01.html,1
200811150LAC,https://www.basketball-reference.com/boxscores/pbp/200811150LAC.html,Los Angeles Clippers,Golden State Warriors,LAC,GSW,C. Kaman,A. Biedriņš,C. Maggette,LAC,GSW,B. Davis,/players/d/davisba01.html,GSW,LAC,C. Kaman,/players/k/kamanch01.html,A. Biedriņš,/players/b/biedran01.html,0
200811150ATL,https://www.basketball-reference.com/boxscores/pbp/200811150ATL.html,Atlanta Hawks,New Jersey Nets,ATL,NJN,A. Horford,B. Lopez,B. Lopez,NJN,ATL,D. Harris,/players/h/harride01.html,NJN,ATL,B. Lopez,/players/l/lopezbr01.html,A. Horford,/players/h/horfoal01.html,1
200811150PHI,https://www.basketball-reference.com/boxscores/pbp/200811150PHI.html,Philadelphia 76ers,Oklahoma City Thunder,PHI,OKC,S. Dalembert,R. Swift,J. Green,PHI,OKC,E. Brand,/players/b/brandel01.html,OKC,PHI,S. Dalembert,/players/d/dalemsa01.html,R. Swift,/players/s/swiftro01.html,0
200811150CLE,https://www.basketball-reference.com/boxscores/pbp/200811150CLE.html,Cleveland Cavaliers,Utah Jazz,CLE,UTA,Z. Ilgauskas,K. Koufos,C. Miles,CLE,UTA,B. Wallace,/players/w/wallabe01.html,UTA,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,K. Koufos,/players/k/koufoko01.html,0
200811150MIN,https://www.basketball-reference.com/boxscores/pbp/200811150MIN.html,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR,A. Jefferson,J. Przybilla,M. Miller,POR,MIN,N. Batum,/players/b/batumni01.html,MIN,POR,J. Przybilla,/players/p/przybjo01.html,A. Jefferson,/players/j/jeffeal01.html,0
200811150CHI,https://www.basketball-reference.com/boxscores/pbp/200811150CHI.html,Chicago Bulls,Indiana Pacers,CHI,IND,J. Noah,R. Nesterović,L. Deng,CHI,IND,L. Deng,/players/d/denglu01.html,CHI,IND,J. Noah,/players/n/noahjo01.html,R. Nesterović,/players/n/nestera01.html,1
200811150HOU,https://www.basketball-reference.com/boxscores/pbp/200811150HOU.html,Houston Rockets,New Orleans Hornets,HOU,NOH,Y. Ming,T. Chandler,D. West,NOH,HOU,C. Paul,/players/p/paulch01.html,NOH,HOU,T. Chandler,/players/c/chandty01.html,Y. Ming,/players/m/mingya01.html,1
200811150MIL,https://www.basketball-reference.com/boxscores/pbp/200811150MIL.html,Milwaukee Bucks,Boston Celtics,MIL,BOS,A. Bogut,K. Perkins,A. Bogut,MIL,BOS,L. Ridnour,/players/r/ridnolu01.html,MIL,BOS,A. Bogut,/players/b/bogutan01.html,K. Perkins,/players/p/perkike01.html,1
200811160TOR,https://www.basketball-reference.com/boxscores/pbp/200811160TOR.html,Toronto Raptors,Miami Heat,TOR,MIA,C. Bosh,U. Haslem,C. Bosh,TOR,MIA,J. O'Neal,/players/o/onealje01.html,TOR,MIA,C. Bosh,/players/b/boshch01.html,U. Haslem,/players/h/hasleud01.html,1
200811160CHA,https://www.basketball-reference.com/boxscores/pbp/200811160CHA.html,Charlotte Bobcats,Orlando Magic,CHA,ORL,E. Okafor,D. Howard,E. Okafor,CHA,ORL,G. Wallace,/players/w/wallage01.html,CHA,ORL,E. Okafor,/players/o/okafoem01.html,D. Howard,/players/h/howardw01.html,1
200811160NYK,https://www.basketball-reference.com/boxscores/pbp/200811160NYK.html,New York Knicks,Dallas Mavericks,NYK,DAL,W. Chandler,E. Dampier,J. Crawford,DAL,NYK,G. Green,/players/g/greenge01.html,NYK,DAL,E. Dampier,/players/d/dampier01.html,W. Chandler,/players/c/chandwi01.html,0
200811160DEN,https://www.basketball-reference.com/boxscores/pbp/200811160DEN.html,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,N. Hilário,A. Jefferson,M. Miller,DEN,MIN,K. Martin,/players/m/martike01.html,MIN,DEN,N. Hilário,/players/h/hilarne01.html,A. Jefferson,/players/j/jeffeal01.html,0
200811160PHO,https://www.basketball-reference.com/boxscores/pbp/200811160PHO.html,Phoenix Suns,Detroit Pistons,PHO,DET,S. O'Neal,K. Brown,S. O'Neal,PHO,DET,G. Hill,/players/h/hillgr01.html,PHO,DET,S. O'Neal,/players/o/onealsh01.html,K. Brown,/players/b/brownkw01.html,1
200811160SAC,https://www.basketball-reference.com/boxscores/pbp/200811160SAC.html,Sacramento Kings,San Antonio Spurs,SAC,SAS,B. Miller,T. Duncan,J. Salmons,SAC,SAS,B. Udrih,/players/u/udrihbe01.html,SAC,SAS,B. Miller,/players/m/millebr01.html,T. Duncan,/players/d/duncati01.html,1
200811170OKC,https://www.basketball-reference.com/boxscores/pbp/200811170OKC.html,Oklahoma City Thunder,Houston Rockets,OKC,HOU,R. Swift,Y. Ming,R. Alston,OKC,HOU,N. Collison,/players/c/collini01.html,HOU,OKC,R. Swift,/players/s/swiftro01.html,Y. Ming,/players/m/mingya01.html,0
200811170UTA,https://www.basketball-reference.com/boxscores/pbp/200811170UTA.html,Utah Jazz,Phoenix Suns,UTA,PHO,J. Collins,S. O'Neal,C. Miles,PHO,UTA,S. Nash,/players/n/nashst01.html,UTA,PHO,S. O'Neal,/players/o/onealsh01.html,J. Collins,/players/c/collija03.html,0
200811170LAC,https://www.basketball-reference.com/boxscores/pbp/200811170LAC.html,Los Angeles Clippers,San Antonio Spurs,LAC,SAS,C. Kaman,T. Duncan,R. Mason,LAC,SAS,M. Camby,/players/c/cambyma01.html,SAS,LAC,C. Kaman,/players/k/kamanch01.html,T. Duncan,/players/d/duncati01.html,0
200811180CHA,https://www.basketball-reference.com/boxscores/pbp/200811180CHA.html,Charlotte Bobcats,Dallas Mavericks,CHA,DAL,,,,,,,,,,,,
200811180IND,https://www.basketball-reference.com/boxscores/pbp/200811180IND.html,Indiana Pacers,Atlanta Hawks,IND,ATL,R. Nesterović,A. Horford,T. Ford,IND,ATL,T. Murphy,/players/m/murphtr01.html,IND,ATL,R. Nesterović,/players/n/nestera01.html,A. Horford,/players/h/horfoal01.html,1
200811180ORL,https://www.basketball-reference.com/boxscores/pbp/200811180ORL.html,Orlando Magic,Toronto Raptors,ORL,TOR,D. Howard,C. Bosh,A. Bargnani,ORL,TOR,J. Nelson,/players/n/nelsoja01.html,TOR,ORL,D. Howard,/players/h/howardw01.html,C. Bosh,/players/b/boshch01.html,0
200811180WAS,https://www.basketball-reference.com/boxscores/pbp/200811180WAS.html,Washington Wizards,Miami Heat,WAS,MIA,E. Thomas,U. Haslem,E. Thomas,WAS,MIA,D. Stevenson,/players/s/stevede01.html,WAS,MIA,E. Thomas,/players/t/thomaet01.html,U. Haslem,/players/h/hasleud01.html,1
200811180BOS,https://www.basketball-reference.com/boxscores/pbp/200811180BOS.html,Boston Celtics,New York Knicks,BOS,NYK,K. Perkins,W. Chandler,P. Pierce,NYK,BOS,C. Duhon,/players/d/duhonch01.html,BOS,NYK,W. Chandler,/players/c/chandwi01.html,K. Perkins,/players/p/perkike01.html,0
200811180NJN,https://www.basketball-reference.com/boxscores/pbp/200811180NJN.html,New Jersey Nets,Cleveland Cavaliers,NJN,CLE,B. Lopez,Z. Ilgauskas,Y. Jianlian,NJN,CLE,Y. Jianlian,/players/j/jianlyi01.html,NJN,CLE,B. Lopez,/players/l/lopezbr01.html,Z. Ilgauskas,/players/i/ilgauzy01.html,1
200811180MEM,https://www.basketball-reference.com/boxscores/pbp/200811180MEM.html,Memphis Grizzlies,Sacramento Kings,MEM,SAC,M. Gasol,B. Miller,O. Mayo,MEM,SAC,R. Gay,/players/g/gayru01.html,MEM,SAC,M. Gasol,/players/g/gasolma01.html,B. Miller,/players/m/millebr01.html,1
200811180DEN,https://www.basketball-reference.com/boxscores/pbp/200811180DEN.html,Denver Nuggets,Milwaukee Bucks,DEN,MIL,N. Hilário,A. Bogut,R. Jefferson,DEN,MIL,C. Anthony,/players/a/anthoca01.html,MIL,DEN,N. Hilário,/players/h/hilarne01.html,A. Bogut,/players/b/bogutan01.html,0
200811180GSW,https://www.basketball-reference.com/boxscores/pbp/200811180GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,A. Biedriņš,J. Przybilla,S. Jackson,GSW,POR,S. Jackson,/players/j/jacksst02.html,GSW,POR,A. Biedriņš,/players/b/biedran01.html,J. Przybilla,/players/p/przybjo01.html,1
200811180LAL,https://www.basketball-reference.com/boxscores/pbp/200811180LAL.html,Los Angeles Lakers,Chicago Bulls,LAL,CHI,A. Bynum,D. Gooden,D. Rose,LAL,CHI,D. Fisher,/players/f/fishede01.html,CHI,LAL,A. Bynum,/players/b/bynuman01.html,D. Gooden,/players/g/goodedr01.html,0
200811190ATL,https://www.basketball-reference.com/boxscores/pbp/200811190ATL.html,Atlanta Hawks,Washington Wizards,ATL,WAS,Z. Pachulia,J. McGee,C. Butler,WAS,ATL,A. Jamison,/players/j/jamisan01.html,WAS,ATL,J. McGee,/players/m/mcgeeja01.html,Z. Pachulia,/players/p/pachuza01.html,1
200811190DET,https://www.basketball-reference.com/boxscores/pbp/200811190DET.html,Detroit Pistons,Cleveland Cavaliers,DET,CLE,K. Brown,Z. Ilgauskas,R. Wallace,CLE,DET,B. Wallace,/players/w/wallabe01.html,DET,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,K. Brown,/players/b/brownkw01.html,0
200811190MIA,https://www.basketball-reference.com/boxscores/pbp/200811190MIA.html,Miami Heat,Toronto Raptors,MIA,TOR,U. Haslem,C. Bosh,A. Bargnani,MIA,TOR,J. O'Neal,/players/o/onealje01.html,TOR,MIA,U. Haslem,/players/h/hasleud01.html,C. Bosh,/players/b/boshch01.html,0
200811190HOU,https://www.basketball-reference.com/boxscores/pbp/200811190HOU.html,Houston Rockets,Dallas Mavericks,HOU,DAL,T. McGrady,E. Dampier,J. Singleton,DAL,HOU,D. Nowitzki,/players/n/nowitdi01.html,DAL,HOU,E. Dampier,/players/d/dampier01.html,T. McGrady,/players/m/mcgratr01.html,1
