Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Home Tipper Link,Away Tipper,Away Tipper Link,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
202012310IND,https://www.basketball-reference.com/boxscores/pbp/202012310IND.html,Indiana Pacers,Cleveland Cavaliers,IND,CLE,M. Turner,/players/t/turnemy01.html,A. Drummond,/players/d/drumman01.html,D. Garland,CLE,IND,C. Sexton,/players/s/sextoco01.html,CLE,IND,A. Drummond,/players/d/drumman01.html,M. Turner,/players/t/turnemy01.html,1.0,19.864962977143804,26.710573670953856,0.8401419887146166,0.8504396948191174,305,556,103,406,203,149
202012310WAS,https://www.basketball-reference.com/boxscores/pbp/202012310WAS.html,Washington Wizards,Chicago Bulls,WAS,CHI,T. Bryant,/players/b/bryanth01.html,W. Carter,/players/c/cartewe01.html,W. Carter,CHI,WAS,C. White,/players/w/whiteco01.html,CHI,WAS,W. Carter,/players/c/cartewe01.html,T. Bryant,/players/b/bryanth01.html,1.0,21.46835022967799,22.909442107819334,0.9891181112847521,0.986067638355289,88,92,36,44,52,47
202012310ORL,https://www.basketball-reference.com/boxscores/pbp/202012310ORL.html,Orlando Magic,Philadelphia 76ers,ORL,PHI,N. Vučević,/players/v/vucevni01.html,J. Embiid,/players/e/embiijo01.html,B. Simmons,PHI,ORL,B. Simmons,/players/s/simmobe01.html,PHI,ORL,J. Embiid,/players/e/embiijo01.html,N. Vučević,/players/v/vucevni01.html,1.0,19.28546509613585,24.452033962584228,0.8502645168018415,0.832533530834878,530,234,200,137,330,96
202012310HOU,https://www.basketball-reference.com/boxscores/pbp/202012310HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,C. Wood,/players/w/woodch01.html,R. Holmes,/players/h/holmeri01.html,H. Barnes,HOU,SAC,P. Tucker,/players/t/tuckepj01.html,SAC,HOU,C. Wood,/players/w/woodch01.html,R. Holmes,/players/h/holmeri01.html,0.0,17.389287575402985,21.9973514747148,5.492080095067562,1.1044347959196021,2,61,0,27,2,35
202012310TOR,https://www.basketball-reference.com/boxscores/pbp/202012310TOR.html,Toronto Raptors,New York Knicks,TOR,NYK,A. Baynes,/players/b/baynear01.html,M. Robinson,/players/r/robinmi01.html,A. Baynes,TOR,NYK,F. VanVleet,/players/v/vanvlfr01.html,TOR,NYK,A. Baynes,/players/b/baynear01.html,M. Robinson,/players/r/robinmi01.html,1.0,23.527160601631905,22.52692195036573,0.9470541598482685,1.5004887714954904,102,31,52,13,50,19
202012310OKC,https://www.basketball-reference.com/boxscores/pbp/202012310OKC.html,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP,A. Horford,/players/h/horfoal01.html,S. Adams,/players/a/adamsst01.html,D. Bazley,NOP,OKC,L. Ball,/players/b/balllo01.html,OKC,NOP,S. Adams,/players/a/adamsst01.html,A. Horford,/players/h/horfoal01.html,0.0,24.12372540352134,26.487130165246,0.8272082430889447,0.8597467364542613,380,493,186,344,196,151
202012310UTA,https://www.basketball-reference.com/boxscores/pbp/202012310UTA.html,Utah Jazz,Phoenix Suns,UTA,PHO,R. Gobert,/players/g/goberru01.html,D. Ayton,/players/a/aytonde01.html,D. Mitchell,PHO,UTA,C. Paul,/players/p/paulch01.html,UTA,PHO,D. Ayton,/players/a/aytonde01.html,R. Gobert,/players/g/goberru01.html,0.0,25.23197772522867,21.260539902543204,0.8347313010400225,0.9631916520096461,414,106,235,40,179,65
202101010DAL,https://www.basketball-reference.com/boxscores/pbp/202101010DAL.html,Dallas Mavericks,Miami Heat,DAL,MIA,D. Powell,/players/p/poweldw01.html,B. Adebayo,/players/a/adebaba01.html,D. Robinson,DAL,MIA,D. Finney-Smith,/players/f/finnedo01.html,MIA,DAL,D. Powell,/players/p/poweldw01.html,B. Adebayo,/players/a/adebaba01.html,0.0,17.267652963301018,23.383973807088523,1.274111050172189,0.877624665349265,61,138,13,67,48,72
202101010DET,https://www.basketball-reference.com/boxscores/pbp/202101010DET.html,Detroit Pistons,Boston Celtics,DET,BOS,M. Plumlee,/players/p/plumlma01.html,T. Thompson,/players/t/thomptr01.html,M. Plumlee,BOS,DET,J. Tatum,/players/t/tatumja01.html,DET,BOS,T. Thompson,/players/t/thomptr01.html,M. Plumlee,/players/p/plumlma01.html,0.0,22.623451217934413,20.264194352768232,0.8333437831471439,0.8404320256587651,267,316,111,103,156,213
202101010BRK,https://www.basketball-reference.com/boxscores/pbp/202101010BRK.html,Brooklyn Nets,Atlanta Hawks,BRK,ATL,D. Jordan,/players/j/jordade01.html,C. Capela,/players/c/capelca01.html,D. Hunter,ATL,BRK,T. Young,/players/y/youngtr01.html,ATL,BRK,C. Capela,/players/c/capelca01.html,D. Jordan,/players/j/jordade01.html,1.0,24.901168629619992,22.968694783340492,0.8294407940777075,0.8302282332478624,769,288,505,136,267,151
202101010MIL,https://www.basketball-reference.com/boxscores/pbp/202101010MIL.html,Milwaukee Bucks,Chicago Bulls,MIL,CHI,B. Lopez,/players/l/lopezbr01.html,W. Carter,/players/c/cartewe01.html,O. Porter,MIL,CHI,J. Holiday,/players/h/holidjr01.html,CHI,MIL,B. Lopez,/players/l/lopezbr01.html,W. Carter,/players/c/cartewe01.html,0.0,26.41337794001163,23.0109922913285,0.854955612134692,0.9825565854096903,765,92,464,45,302,48
202101010MIN,https://www.basketball-reference.com/boxscores/pbp/202101010MIN.html,Minnesota Timberwolves,Washington Wizards,MIN,WAS,N. Reid,/players/r/reidna01.html,T. Bryant,/players/b/bryanth01.html,T. Bryant,WAS,MIN,R. Neto,/players/n/netora01.html,WAS,MIN,T. Bryant,/players/b/bryanth01.html,N. Reid,/players/r/reidna01.html,1.0,15.698381585445341,21.366175230830866,2.4968656892130903,0.9855311558655085,14,89,2,36,12,52
202101010SAS,https://www.basketball-reference.com/boxscores/pbp/202101010SAS.html,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,J. Poeltl,/players/p/poeltja01.html,A. Davis,/players/d/davisan02.html,K. Johnson,SAS,LAL,K. Johnson,/players/j/johnske04.html,SAS,LAL,J. Poeltl,/players/p/poeltja01.html,A. Davis,/players/d/davisan02.html,1.0,23.004415133238524,24.95163979342179,1.1920331619176687,0.8400808440923639,52,424,24,228,28,197
202101010DEN,https://www.basketball-reference.com/boxscores/pbp/202101010DEN.html,Denver Nuggets,Phoenix Suns,DEN,PHO,N. Jokić,/players/j/jokicni01.html,D. Ayton,/players/a/aytonde01.html,J. Murray,PHO,DEN,C. Paul,/players/p/paulch01.html,DEN,PHO,D. Ayton,/players/a/aytonde01.html,N. Jokić,/players/j/jokicni01.html,0.0,23.294268393286,21.44284656090252,0.8255379823521228,0.9582890750088285,286,107,134,41,152,65
202101010UTA,https://www.basketball-reference.com/boxscores/pbp/202101010UTA.html,Utah Jazz,Los Angeles Clippers,UTA,LAC,R. Gobert,/players/g/goberru01.html,S. Ibaka,/players/i/ibakase01.html,K. Leonard,LAC,UTA,N. Batum,/players/b/batumni01.html,LAC,UTA,S. Ibaka,/players/i/ibakase01.html,R. Gobert,/players/g/goberru01.html,1.0,25.09471938199469,23.032570848600745,0.8333333036028545,0.8219019804881138,415,432,235,207,180,225
202101010GSW,https://www.basketball-reference.com/boxscores/pbp/202101010GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,J. Wiseman,/players/w/wisemja01.html,J. Nurkić,/players/n/nurkiju01.html,J. Wiseman,GSW,POR,A. Wiggins,/players/w/wiggian01.html,GSW,POR,J. Wiseman,/players/w/wisemja01.html,J. Nurkić,/players/n/nurkiju01.html,1.0,33.26701664519178,26.115276848633037,5.2215052213583295,0.8440344719445015,3,245,3,149,0,100
202101020HOU,https://www.basketball-reference.com/boxscores/pbp/202101020HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,C. Wood,/players/w/woodch01.html,R. Holmes,/players/h/holmeri01.html,M. Bagley,SAC,HOU,D. Fox,/players/f/foxde01.html,SAC,HOU,R. Holmes,/players/h/holmeri01.html,C. Wood,/players/w/woodch01.html,1.0,21.643992134464213,21.824353352883797,4.531361248285349,1.1003584263538855,4,63,1,27,3,35
202101020IND,https://www.basketball-reference.com/boxscores/pbp/202101020IND.html,Indiana Pacers,New York Knicks,IND,NYK,M. Turner,/players/t/turnemy01.html,M. Robinson,/players/r/robinmi01.html,E. Payton,NYK,IND,E. Payton,/players/p/paytoel01.html,NYK,IND,M. Robinson,/players/r/robinmi01.html,M. Turner,/players/t/turnemy01.html,1.0,19.835889262323487,22.281259167493488,0.8416553392212377,1.4780840005408786,306,33,103,13,204,19
202101020ORL,https://www.basketball-reference.com/boxscores/pbp/202101020ORL.html,Orlando Magic,Oklahoma City Thunder,ORL,OKC,N. Vučević,/players/v/vucevni01.html,A. Horford,/players/h/horfoal01.html,D. Bazley,OKC,ORL,G. Hill,/players/h/hillge01.html,OKC,ORL,A. Horford,/players/h/horfoal01.html,N. Vučević,/players/v/vucevni01.html,1.0,19.243876772324217,24.060707086571213,0.85101957422993,0.8274461574028773,531,381,200,186,331,196
202101020PHI,https://www.basketball-reference.com/boxscores/pbp/202101020PHI.html,Philadelphia 76ers,Charlotte Hornets,PHI,CHO,J. Embiid,/players/e/embiijo01.html,B. Biyombo,/players/b/biyombi01.html,J. Embiid,PHI,CHO,B. Simmons,/players/s/simmobe01.html,PHI,CHO,J. Embiid,/players/e/embiijo01.html,B. Biyombo,/players/b/biyombi01.html,1.0,24.49192217885407,23.842365562563984,0.8335765915842267,0.8426595000736778,234,268,138,146,96,123
202101020ATL,https://www.basketball-reference.com/boxscores/pbp/202101020ATL.html,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,C. Capela,/players/c/capelca01.html,A. Drummond,/players/d/drumman01.html,A. Drummond,CLE,ATL,C. Sexton,/players/s/sextoco01.html,CLE,ATL,A. Drummond,/players/d/drumman01.html,C. Capela,/players/c/capelca01.html,1.0,23.079228832736273,26.7403574863125,0.8292985762095265,0.8518070796672657,289,557,137,407,152,149
202101020NOP,https://www.basketball-reference.com/boxscores/pbp/202101020NOP.html,New Orleans Pelicans,Toronto Raptors,NOP,TOR,S. Adams,/players/a/adamsst01.html,A. Baynes,/players/b/baynear01.html,F. VanVleet,TOR,NOP,F. VanVleet,/players/v/vanvlfr01.html,TOR,NOP,A. Baynes,/players/b/baynear01.html,S. Adams,/players/a/adamsst01.html,1.0,26.5551528905752,23.625479192405916,0.8593464874627251,0.9444864222899958,494,104,345,53,152,50
202101030DET,https://www.basketball-reference.com/boxscores/pbp/202101030DET.html,Detroit Pistons,Boston Celtics,DET,BOS,M. Plumlee,/players/p/plumlma01.html,T. Thompson,/players/t/thomptr01.html,J. Grant,DET,BOS,B. Griffin,/players/g/griffbl01.html,DET,BOS,M. Plumlee,/players/p/plumlma01.html,T. Thompson,/players/t/thomptr01.html,1.0,22.50685014926953,20.38276770210881,0.8322546566615425,0.8391740824628509,267,316,111,104,156,214
202101030BRK,https://www.basketball-reference.com/boxscores/pbp/202101030BRK.html,Brooklyn Nets,Washington Wizards,BRK,WAS,D. Jordan,/players/j/jordade01.html,T. Bryant,/players/b/bryanth01.html,K. Irving,BRK,WAS,K. Durant,/players/d/duranke01.html,BRK,WAS,D. Jordan,/players/j/jordade01.html,T. Bryant,/players/b/bryanth01.html,1.0,24.79084206488311,21.417008352006405,0.8285294642668646,0.9846136593543846,769,89,505,37,267,53
202101030MEM,https://www.basketball-reference.com/boxscores/pbp/202101030MEM.html,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,J. Valančiūnas,/players/v/valanjo01.html,A. Davis,/players/d/davisan02.html,K. Anderson,MEM,LAL,T. Jones,/players/j/jonesty01.html,MEM,LAL,J. Valančiūnas,/players/v/valanjo01.html,A. Davis,/players/d/davisan02.html,1.0,22.97424160771234,24.839582562123805,0.8238666080077784,0.8390186881861145,503,425,233,228,271,198
202101030MIN,https://www.basketball-reference.com/boxscores/pbp/202101030MIN.html,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,E. Davis,/players/d/davised01.html,N. Jokić,/players/j/jokicni01.html,N. Jokić,DEN,MIN,N. Jokić,/players/j/jokicni01.html,DEN,MIN,N. Jokić,/players/j/jokicni01.html,E. Davis,/players/d/davised01.html,1.0,22.031035355978958,23.186305478519063,2.6041865192260634,0.8247631448262941,12,287,4,134,8,152
202101030SAS,https://www.basketball-reference.com/boxscores/pbp/202101030SAS.html,San Antonio Spurs,Utah Jazz,SAS,UTA,J. Poeltl,/players/p/poeltja01.html,R. Gobert,/players/g/goberru01.html,B. Bogdanović,UTA,SAS,B. Bogdanović,/players/b/bogdabo02.html,UTA,SAS,R. Gobert,/players/g/goberru01.html,J. Poeltl,/players/p/poeltja01.html,1.0,23.228926919520383,24.981755812260776,1.1801914959749384,0.8323024538242066,54,416,25,235,29,180
202101030CHI,https://www.basketball-reference.com/boxscores/pbp/202101030CHI.html,Chicago Bulls,Dallas Mavericks,CHI,DAL,W. Carter,/players/c/cartewe01.html,D. Powell,/players/p/poweldw01.html,Z. LaVine,DAL,CHI,J. Richardson,/players/r/richajo01.html,CHI,DAL,D. Powell,/players/p/poweldw01.html,W. Carter,/players/c/cartewe01.html,0.0,22.935758122572665,17.6476994591596,0.9800549062791458,1.2564104321202125,94,63,45,14,49,48
202101030PHO,https://www.basketball-reference.com/boxscores/pbp/202101030PHO.html,Phoenix Suns,Los Angeles Clippers,PHO,LAC,D. Ayton,/players/a/aytonde01.html,S. Ibaka,/players/i/ibakase01.html,P. Beverley,PHO,LAC,J. Crowder,/players/c/crowdja01.html,LAC,PHO,D. Ayton,/players/a/aytonde01.html,S. Ibaka,/players/i/ibakase01.html,0.0,21.58794489883528,23.142486973918913,0.9541537550783552,0.8211375441413479,107,432,42,208,65,226
202101030GSW,https://www.basketball-reference.com/boxscores/pbp/202101030GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,J. Wiseman,/players/w/wisemja01.html,J. Nurkić,/players/n/nurkiju01.html,J. Nurkić,POR,GSW,D. Jones,/players/j/jonesde02.html,POR,GSW,J. Nurkić,/players/n/nurkiju01.html,J. Wiseman,/players/w/wisemja01.html,1.0,34.38857950942035,26.08569297976683,4.766757024976707,0.8462703685762688,5,247,4,149,1,100
202101040ORL,https://www.basketball-reference.com/boxscores/pbp/202101040ORL.html,Orlando Magic,Cleveland Cavaliers,ORL,CLE,N. Vučević,/players/v/vucevni01.html,C. Sexton,/players/s/sextoco01.html,M. Fultz,CLE,ORL,C. Sexton,/players/s/sextoco01.html,ORL,CLE,C. Sexton,/players/s/sextoco01.html,N. Vučević,/players/v/vucevni01.html,0.0,19.19944631546555,25.0,0.8516351633374567,8.333333333333334,532,1,200,0,332,0
202101040PHI,https://www.basketball-reference.com/boxscores/pbp/202101040PHI.html,Philadelphia 76ers,Charlotte Hornets,PHI,CHO,J. Embiid,/players/e/embiijo01.html,B. Biyombo,/players/b/biyombi01.html,B. Simmons,PHI,CHO,S. Curry,/players/c/curryse01.html,PHI,CHO,J. Embiid,/players/e/embiijo01.html,B. Biyombo,/players/b/biyombi01.html,1.0,24.573433389593124,23.759086004438032,0.8331979703797978,0.8420877013220545,235,269,139,146,96,124
202101040ATL,https://www.basketball-reference.com/boxscores/pbp/202101040ATL.html,Atlanta Hawks,New York Knicks,ATL,NYK,C. Capela,/players/c/capelca01.html,M. Robinson,/players/r/robinmi01.html,R. Barrett,NYK,ATL,E. Payton,/players/p/paytoel01.html,NYK,ATL,M. Robinson,/players/r/robinmi01.html,C. Capela,/players/c/capelca01.html,1.0,23.027636325699348,22.476369683353052,0.8298977119408832,1.4588826294955086,290,34,137,14,153,19
202101040MIA,https://www.basketball-reference.com/boxscores/pbp/202101040MIA.html,Miami Heat,Oklahoma City Thunder,MIA,OKC,B. Adebayo,/players/a/adebaba01.html,A. Horford,/players/h/horfoal01.html,J. Butler,MIA,OKC,J. Butler,/players/b/butleji01.html,MIA,OKC,B. Adebayo,/players/a/adebaba01.html,A. Horford,/players/h/horfoal01.html,1.0,23.202804742487658,24.10273322366756,0.8748786707122618,0.8284540790050303,139,381,67,187,72,197
202101040TOR,https://www.basketball-reference.com/boxscores/pbp/202101040TOR.html,Toronto Raptors,Boston Celtics,TOR,BOS,A. Baynes,/players/b/baynear01.html,T. Thompson,/players/t/thomptr01.html,J. Brown,BOS,TOR,J. Brown,/players/b/brownja02.html,BOS,TOR,T. Thompson,/players/t/thomptr01.html,A. Baynes,/players/b/baynear01.html,1.0,23.783565572335633,20.315561780952937,0.9404181375232784,0.8391040554709458,105,318,54,104,51,214
202101040HOU,https://www.basketball-reference.com/boxscores/pbp/202101040HOU.html,Houston Rockets,Dallas Mavericks,HOU,DAL,C. Wood,/players/w/woodch01.html,W. Cauley-Stein,/players/c/caulewi01.html,J. Harden,HOU,DAL,P. Tucker,/players/t/tuckepj01.html,HOU,DAL,C. Wood,/players/w/woodch01.html,W. Cauley-Stein,/players/c/caulewi01.html,1.0,19.571287494067054,21.657666059839244,4.014547126913104,0.8459362418578993,4,205,1,82,3,124
202101040MIL,https://www.basketball-reference.com/boxscores/pbp/202101040MIL.html,Milwaukee Bucks,Detroit Pistons,MIL,DET,B. Lopez,/players/l/lopezbr01.html,M. Plumlee,/players/p/plumlma01.html,G. Antetokounmpo,MIL,DET,G. Antetokounmpo,/players/a/antetgi01.html,MIL,DET,B. Lopez,/players/l/lopezbr01.html,M. Plumlee,/players/p/plumlma01.html,1.0,26.470470682988072,22.572963122138912,0.8550245105988122,0.8323209201517451,766,268,465,112,302,157
202101040NOP,https://www.basketball-reference.com/boxscores/pbp/202101040NOP.html,New Orleans Pelicans,Indiana Pacers,NOP,IND,S. Adams,/players/a/adamsst01.html,M. Turner,/players/t/turnemy01.html,M. Turner,NOP,IND,L. Ball,/players/b/balllo01.html,IND,NOP,S. Adams,/players/a/adamsst01.html,M. Turner,/players/t/turnemy01.html,0.0,26.424072795426177,19.77220831814312,0.8575396630107862,0.8417725077837801,494,306,345,103,152,205
202101040GSW,https://www.basketball-reference.com/boxscores/pbp/202101040GSW.html,Golden State Warriors,Sacramento Kings,GSW,SAC,J. Wiseman,/players/w/wisemja01.html,R. Holmes,/players/h/holmeri01.html,J. Wiseman,SAC,GSW,D. Fox,/players/f/foxde01.html,GSW,SAC,R. Holmes,/players/h/holmeri01.html,J. Wiseman,/players/w/wisemja01.html,0.0,29.855538445198864,21.947234513962634,3.9993432732637904,1.0964420861071558,6,64,4,28,2,35
202101050BRK,https://www.basketball-reference.com/boxscores/pbp/202101050BRK.html,Brooklyn Nets,Utah Jazz,BRK,UTA,J. Allen,/players/a/allenja01.html,R. Gobert,/players/g/goberru01.html,K. Irving,UTA,BRK,R. O'Neale,/players/o/onealro01.html,BRK,UTA,R. Gobert,/players/g/goberru01.html,J. Allen,/players/a/allenja01.html,0.0,25.96472679584545,25.051105602224656,0.8693800072478542,0.8323257614661493,182,417,120,236,62,180
202101050MEM,https://www.basketball-reference.com/boxscores/pbp/202101050MEM.html,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,J. Valančiūnas,/players/v/valanjo01.html,A. Davis,/players/d/davisan02.html,A. Davis,LAL,MEM,L. James,/players/j/jamesle01.html,LAL,MEM,A. Davis,/players/d/davisan02.html,J. Valančiūnas,/players/v/valanjo01.html,1.0,23.082291239636792,24.727562630464014,0.8230991683598948,0.8378986168766956,505,427,234,228,272,198
202101050DEN,https://www.basketball-reference.com/boxscores/pbp/202101050DEN.html,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,N. Jokić,/players/j/jokicni01.html,E. Davis,/players/d/davised01.html,G. Harris,MIN,DEN,J. Hernangómez,/players/h/hernaju01.html,DEN,MIN,E. Davis,/players/d/davised01.html,N. Jokić,/players/j/jokicni01.html,0.0,23.256522424388525,21.3373525837804,0.8252485169730592,2.4877972920929765,288,13,135,4,153,8
202101050LAC,https://www.basketball-reference.com/boxscores/pbp/202101050LAC.html,Los Angeles Clippers,San Antonio Spurs,LAC,SAS,S. Ibaka,/players/i/ibakase01.html,L. Aldridge,/players/a/aldrila01.html,K. Johnson,LAC,SAS,P. Beverley,/players/b/beverpa01.html,SAS,LAC,S. Ibaka,/players/i/ibakase01.html,L. Aldridge,/players/a/aldrila01.html,0.0,23.039124052530614,21.775930848150413,0.8205235917399769,0.8347161733607977,433,245,208,99,226,148
202101050POR,https://www.basketball-reference.com/boxscores/pbp/202101050POR.html,Portland Trail Blazers,Chicago Bulls,POR,CHI,J. Nurkić,/players/n/nurkiju01.html,W. Carter,/players/c/cartewe01.html,R. Covington,POR,CHI,D. Lillard,/players/l/lillada01.html,POR,CHI,J. Nurkić,/players/n/nurkiju01.html,W. Carter,/players/c/cartewe01.html,1.0,26.229911180127296,22.726217252363163,0.8463461113463582,0.9745122999891968,247,94,150,45,100,50
202101060IND,https://www.basketball-reference.com/boxscores/pbp/202101060IND.html,Indiana Pacers,Houston Rockets,IND,HOU,M. Turner,/players/t/turnemy01.html,D. Cousins,/players/c/couside01.html,D. Cousins,HOU,IND,P. Tucker,/players/t/tuckepj01.html,HOU,IND,D. Cousins,/players/c/couside01.html,M. Turner,/players/t/turnemy01.html,1.0,19.741804412592703,22.844783391853905,0.8431945365494568,0.8455839782605248,308,169,103,78,206,90
202101060ORL,https://www.basketball-reference.com/boxscores/pbp/202101060ORL.html,Orlando Magic,Cleveland Cavaliers,ORL,CLE,N. Vučević,/players/v/vucevni01.html,A. Drummond,/players/d/drumman01.html,M. Fultz,CLE,ORL,C. Osman,/players/o/osmande01.html,ORL,CLE,A. Drummond,/players/d/drumman01.html,N. Vučević,/players/v/vucevni01.html,0.0,19.16568785137348,26.794760231389553,0.8542644020439167,0.8519997061448782,533,558,200,408,333,149
